Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 21850 | GridSize: 300
Generation 2 | Revalues: 24920 | GridSize: 294
Generation 3 | Revalues: 30450 | GridSize: 299
Generation 4 | Revalues: 33000 | GridSize: 299
Generation 5 | Revalues: 38040 | GridSize: 300
Generation 6 | Revalues: 39800 | GridSize: 300
Generation 7 | Revalues: 42990 | GridSize: 296
Generation 8 | Revalues: 45650 | GridSize: 300
Generation 9 | Revalues: 47750 | GridSize: 300
Generation 10 | Revalues: 49570 | GridSize: 300
Generation 11 | Revalues: 51530 | GridSize: 300
Generation 12 | Revalues: 53060 | GridSize: 299
Generation 13 | Revalues: 55260 | GridSize: 300
Generation 14 | Revalues: 57270 | GridSize: 300
Generation 15 | Revalues: 59520 | GridSize: 300
Generation 16 | Revalues: 61590 | GridSize: 300
Generation 17 | Revalues: 63080 | GridSize: 297
Generation 18 | Revalues: 64410 | GridSize: 300
Generation 19 | Revalues: 67410 | GridSize: 300
Generation 20 | Revalues: 68610 | GridSize: 299
Generation 21 | Revalues: 69970 | GridSize: 300
Generation 22 | Revalues: 71310 | GridSize: 300
Generation 23 | Revalues: 72770 | GridSize: 300
Generation 24 | Revalues: 73900 | GridSize: 300
Generation 25 | Revalues: 75480 | GridSize: 300
Generation 26 | Revalues: 76660 | GridSize: 299
Generation 27 | Revalues: 77890 | GridSize: 300
Generation 28 | Revalues: 79400 | GridSize: 300
Generation 29 | Revalues: 80820 | GridSize: 300
Generation 30 | Revalues: 82160 | GridSize: 300
Generation 31 | Revalues: 83530 | GridSize: 300
Generation 32 | Revalues: 84950 | GridSize: 298
Generation 33 | Revalues: 86300 | GridSize: 300
Generation 34 | Revalues: 87600 | GridSize: 300
Generation 35 | Revalues: 88860 | GridSize: 300
Generation 36 | Revalues: 89970 | GridSize: 300
Generation 37 | Revalues: 91210 | GridSize: 298
Generation 38 | Revalues: 92700 | GridSize: 300
Generation 39 | Revalues: 93930 | GridSize: 300
Generation 40 | Revalues: 95070 | GridSize: 300
Generation 41 | Revalues: 96450 | GridSize: 300
Generation 42 | Revalues: 97670 | GridSize: 300
Generation 43 | Revalues: 99080 | GridSize: 300
Generation 44 | Revalues: 100310 | GridSize: 300
Generation 45 | Revalues: 101510 | GridSize: 300
Generation 46 | Revalues: 102750 | GridSize: 300
Generation 47 | Revalues: 104340 | GridSize: 299
Generation 48 | Revalues: 105810 | GridSize: 297
Generation 49 | Revalues: 107330 | GridSize: 300
Generation 50 | Revalues: 108510 | GridSize: 300
Generation 51 | Revalues: 109700 | GridSize: 300
Generation 52 | Revalues: 110920 | GridSize: 292
Generation 53 | Revalues: 112600 | GridSize: 300
Generation 54 | Revalues: 114000 | GridSize: 300
Generation 55 | Revalues: 115180 | GridSize: 300
Generation 56 | Revalues: 116310 | GridSize: 300
Generation 57 | Revalues: 117380 | GridSize: 300
Generation 58 | Revalues: 118560 | GridSize: 299
Generation 59 | Revalues: 119920 | GridSize: 300
Generation 60 | Revalues: 121390 | GridSize: 300
Generation 61 | Revalues: 122530 | GridSize: 300
Generation 62 | Revalues: 123910 | GridSize: 300
Generation 63 | Revalues: 125080 | GridSize: 300
Generation 64 | Revalues: 126360 | GridSize: 300
Generation 65 | Revalues: 127790 | GridSize: 300
Generation 66 | Revalues: 129190 | GridSize: 300
Generation 67 | Revalues: 130330 | GridSize: 300
Generation 68 | Revalues: 131720 | GridSize: 300
Generation 69 | Revalues: 133130 | GridSize: 300
Generation 70 | Revalues: 134820 | GridSize: 300
Generation 71 | Revalues: 136190 | GridSize: 300
Generation 72 | Revalues: 137490 | GridSize: 300
Generation 73 | Revalues: 138770 | GridSize: 300
Generation 74 | Revalues: 140390 | GridSize: 298
Generation 75 | Revalues: 141600 | GridSize: 300
Generation 76 | Revalues: 142930 | GridSize: 299
Generation 77 | Revalues: 143970 | GridSize: 300
Generation 78 | Revalues: 145320 | GridSize: 300
Generation 79 | Revalues: 146650 | GridSize: 300
Generation 80 | Revalues: 147980 | GridSize: 299
Generation 81 | Revalues: 149710 | GridSize: 300
Generation 82 | Revalues: 150840 | GridSize: 300
Generation 83 | Revalues: 152070 | GridSize: 300
Generation 84 | Revalues: 153190 | GridSize: 300
Generation 85 | Revalues: 154390 | GridSize: 300
Generation 86 | Revalues: 155480 | GridSize: 298
Generation 87 | Revalues: 156620 | GridSize: 300
Generation 88 | Revalues: 158010 | GridSize: 300
Generation 89 | Revalues: 159300 | GridSize: 300
Generation 90 | Revalues: 160440 | GridSize: 300
Generation 91 | Revalues: 161680 | GridSize: 300
Generation 92 | Revalues: 162820 | GridSize: 300
Generation 93 | Revalues: 164000 | GridSize: 300
Generation 94 | Revalues: 165100 | GridSize: 300
Generation 95 | Revalues: 166240 | GridSize: 300
Generation 96 | Revalues: 167480 | GridSize: 300
Generation 97 | Revalues: 168730 | GridSize: 300
Generation 98 | Revalues: 169850 | GridSize: 300
Generation 99 | Revalues: 170970 | GridSize: 298
Generation 100 | Revalues: 172010 | GridSize: 300
Generation 101 | Revalues: 173140 | GridSize: 300
Generation 102 | Revalues: 174190 | GridSize: 300
Generation 103 | Revalues: 175260 | GridSize: 300
Generation 104 | Revalues: 176480 | GridSize: 300
Generation 105 | Revalues: 177810 | GridSize: 299
Generation 106 | Revalues: 179030 | GridSize: 300
Generation 107 | Revalues: 180230 | GridSize: 300
Generation 108 | Revalues: 181490 | GridSize: 300
Generation 109 | Revalues: 182740 | GridSize: 300
Generation 110 | Revalues: 183890 | GridSize: 298
Generation 111 | Revalues: 184960 | GridSize: 300
Generation 112 | Revalues: 186170 | GridSize: 300
Generation 113 | Revalues: 187560 | GridSize: 300
Generation 114 | Revalues: 188730 | GridSize: 297
Generation 115 | Revalues: 189960 | GridSize: 300
Generation 116 | Revalues: 191030 | GridSize: 300
Generation 117 | Revalues: 192190 | GridSize: 300
Generation 118 | Revalues: 193190 | GridSize: 300
Generation 119 | Revalues: 194410 | GridSize: 300
Generation 120 | Revalues: 195490 | GridSize: 298
Generation 121 | Revalues: 196680 | GridSize: 300
Generation 122 | Revalues: 197980 | GridSize: 300
Generation 123 | Revalues: 199190 | GridSize: 300
Generation 124 | Revalues: 200260 | GridSize: 300
Generation 125 | Revalues: 201670 | GridSize: 300
Generation 126 | Revalues: 202730 | GridSize: 300
Generation 127 | Revalues: 204370 | GridSize: 300
Generation 128 | Revalues: 205440 | GridSize: 299
Generation 129 | Revalues: 206590 | GridSize: 300
Generation 130 | Revalues: 207620 | GridSize: 300
Generation 131 | Revalues: 209070 | GridSize: 297
Generation 132 | Revalues: 210340 | GridSize: 296
Generation 133 | Revalues: 211470 | GridSize: 300
Generation 134 | Revalues: 212560 | GridSize: 300
Generation 135 | Revalues: 213680 | GridSize: 300
Generation 136 | Revalues: 214710 | GridSize: 300
Generation 137 | Revalues: 215820 | GridSize: 296
Generation 138 | Revalues: 216950 | GridSize: 300
Generation 139 | Revalues: 218150 | GridSize: 299
Generation 140 | Revalues: 219260 | GridSize: 300
Generation 141 | Revalues: 220650 | GridSize: 300
Generation 142 | Revalues: 221710 | GridSize: 300
Generation 143 | Revalues: 222880 | GridSize: 300
Generation 144 | Revalues: 224080 | GridSize: 300
Generation 145 | Revalues: 225510 | GridSize: 297
Generation 146 | Revalues: 226510 | GridSize: 300
Generation 147 | Revalues: 227510 | GridSize: 300
Generation 148 | Revalues: 228550 | GridSize: 300
Generation 149 | Revalues: 229600 | GridSize: 299
Generation 150 | Revalues: 230680 | GridSize: 300
Generation 151 | Revalues: 231790 | GridSize: 300
Generation 152 | Revalues: 233000 | GridSize: 300
Generation 153 | Revalues: 234200 | GridSize: 300
Generation 154 | Revalues: 235280 | GridSize: 300
Generation 155 | Revalues: 236600 | GridSize: 300
Generation 156 | Revalues: 237600 | GridSize: 300
Generation 157 | Revalues: 238730 | GridSize: 300
Generation 158 | Revalues: 240010 | GridSize: 300
Generation 159 | Revalues: 241220 | GridSize: 300
Generation 160 | Revalues: 242270 | GridSize: 300
Generation 161 | Revalues: 243310 | GridSize: 300
Generation 162 | Revalues: 244810 | GridSize: 300
Generation 163 | Revalues: 246050 | GridSize: 300
Generation 164 | Revalues: 247060 | GridSize: 300
Generation 165 | Revalues: 248300 | GridSize: 300
Generation 166 | Revalues: 249360 | GridSize: 300
Generation 167 | Revalues: 250490 | GridSize: 300
Generation 168 | Revalues: 251560 | GridSize: 300
Generation 169 | Revalues: 252680 | GridSize: 297
Generation 170 | Revalues: 253810 | GridSize: 300
Generation 171 | Revalues: 255010 | GridSize: 300
Generation 172 | Revalues: 256070 | GridSize: 300
Generation 173 | Revalues: 257140 | GridSize: 300
Generation 174 | Revalues: 258530 | GridSize: 300
Generation 175 | Revalues: 259610 | GridSize: 300
Generation 176 | Revalues: 260740 | GridSize: 300
Generation 177 | Revalues: 261780 | GridSize: 300
Generation 178 | Revalues: 262900 | GridSize: 300
Generation 179 | Revalues: 264090 | GridSize: 299
Generation 180 | Revalues: 265320 | GridSize: 300
Generation 181 | Revalues: 266470 | GridSize: 300
Generation 182 | Revalues: 267480 | GridSize: 300
Generation 183 | Revalues: 268600 | GridSize: 300
Generation 184 | Revalues: 269680 | GridSize: 300
Generation 185 | Revalues: 270710 | GridSize: 300
Generation 186 | Revalues: 271750 | GridSize: 300
Generation 187 | Revalues: 272880 | GridSize: 300
Generation 188 | Revalues: 274170 | GridSize: 298
Generation 189 | Revalues: 275450 | GridSize: 300
Generation 190 | Revalues: 276470 | GridSize: 300
Generation 191 | Revalues: 277610 | GridSize: 300
Generation 192 | Revalues: 278830 | GridSize: 300
Generation 193 | Revalues: 280130 | GridSize: 300
Generation 194 | Revalues: 281210 | GridSize: 300
Generation 195 | Revalues: 282210 | GridSize: 300
Generation 196 | Revalues: 283300 | GridSize: 299
Generation 197 | Revalues: 284440 | GridSize: 300
Generation 198 | Revalues: 285620 | GridSize: 298
Generation 199 | Revalues: 286730 | GridSize: 300
Generation 200 | Revalues: 287830 | GridSize: 300
Generation 201 | Revalues: 288870 | GridSize: 300
Generation 202 | Revalues: 289940 | GridSize: 300
Generation 203 | Revalues: 290970 | GridSize: 300
Generation 204 | Revalues: 292100 | GridSize: 300
Generation 205 | Revalues: 293130 | GridSize: 300
Generation 206 | Revalues: 294180 | GridSize: 300
Generation 207 | Revalues: 295220 | GridSize: 300
Generation 208 | Revalues: 296260 | GridSize: 299
Generation 209 | Revalues: 297340 | GridSize: 300
Generation 210 | Revalues: 298470 | GridSize: 300
Generation 211 | Revalues: 299510 | GridSize: 300
Generation 212 | Revalues: 300600 | GridSize: 299
Generation 213 | Revalues: 301620 | GridSize: 300
Generation 214 | Revalues: 302830 | GridSize: 300
Generation 215 | Revalues: 303910 | GridSize: 300
Generation 216 | Revalues: 305030 | GridSize: 300
Generation 217 | Revalues: 306070 | GridSize: 300
Generation 218 | Revalues: 307130 | GridSize: 300
