Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 32140 | GridSize: 300
Generation 2 | Revalues: 38830 | GridSize: 300
Generation 3 | Revalues: 46400 | GridSize: 300
Generation 4 | Revalues: 50440 | GridSize: 300
Generation 5 | Revalues: 52140 | GridSize: 300
Generation 6 | Revalues: 54040 | GridSize: 300
Generation 7 | Revalues: 56720 | GridSize: 300
Generation 8 | Revalues: 58380 | GridSize: 300
Generation 9 | Revalues: 60190 | GridSize: 300
Generation 10 | Revalues: 61980 | GridSize: 300
Generation 11 | Revalues: 64020 | GridSize: 300
Generation 12 | Revalues: 66040 | GridSize: 300
Generation 13 | Revalues: 67480 | GridSize: 300
Generation 14 | Revalues: 69190 | GridSize: 300
Generation 15 | Revalues: 71170 | GridSize: 300
Generation 16 | Revalues: 73320 | GridSize: 300
Generation 17 | Revalues: 75290 | GridSize: 300
Generation 18 | Revalues: 77030 | GridSize: 300
Generation 19 | Revalues: 78750 | GridSize: 298
Generation 20 | Revalues: 81440 | GridSize: 300
Generation 21 | Revalues: 82910 | GridSize: 300
Generation 22 | Revalues: 84490 | GridSize: 300
Generation 23 | Revalues: 86290 | GridSize: 300
Generation 24 | Revalues: 88130 | GridSize: 299
Generation 25 | Revalues: 89680 | GridSize: 300
Generation 26 | Revalues: 91690 | GridSize: 300
Generation 27 | Revalues: 93360 | GridSize: 300
Generation 28 | Revalues: 95110 | GridSize: 300
Generation 29 | Revalues: 96400 | GridSize: 300
Generation 30 | Revalues: 97730 | GridSize: 300
Generation 31 | Revalues: 99330 | GridSize: 300
Generation 32 | Revalues: 100580 | GridSize: 300
Generation 33 | Revalues: 102520 | GridSize: 299
Generation 34 | Revalues: 103910 | GridSize: 299
Generation 35 | Revalues: 105460 | GridSize: 300
Generation 36 | Revalues: 106730 | GridSize: 299
Generation 37 | Revalues: 108400 | GridSize: 300
Generation 38 | Revalues: 109760 | GridSize: 300
Generation 39 | Revalues: 111080 | GridSize: 300
Generation 40 | Revalues: 112470 | GridSize: 300
Generation 41 | Revalues: 113880 | GridSize: 300
Generation 42 | Revalues: 115250 | GridSize: 300
Generation 43 | Revalues: 116910 | GridSize: 300
Generation 44 | Revalues: 118160 | GridSize: 300
