Generation 0 | Revalues: 100 | GridSize: 3
Generation 1 | Revalues: 21240 | GridSize: 237
Generation 2 | Revalues: 30480 | GridSize: 280
Generation 3 | Revalues: 33710 | GridSize: 300
Generation 4 | Revalues: 37980 | GridSize: 300
Generation 5 | Revalues: 41590 | GridSize: 300
Generation 6 | Revalues: 44000 | GridSize: 300
Generation 7 | Revalues: 46040 | GridSize: 300
Generation 8 | Revalues: 48160 | GridSize: 300
Generation 9 | Revalues: 51620 | GridSize: 299
Generation 10 | Revalues: 53960 | GridSize: 296
Generation 11 | Revalues: 56610 | GridSize: 300
Generation 12 | Revalues: 58260 | GridSize: 300
Generation 13 | Revalues: 60230 | GridSize: 295
Generation 14 | Revalues: 62130 | GridSize: 300
Generation 15 | Revalues: 63960 | GridSize: 291
Generation 16 | Revalues: 65420 | GridSize: 300
Generation 17 | Revalues: 67530 | GridSize: 297
Generation 18 | Revalues: 69350 | GridSize: 300
Generation 19 | Revalues: 70710 | GridSize: 300
Generation 20 | Revalues: 72100 | GridSize: 300
Generation 21 | Revalues: 74340 | GridSize: 300
Generation 22 | Revalues: 75540 | GridSize: 299
Generation 23 | Revalues: 77590 | GridSize: 300
Generation 24 | Revalues: 78870 | GridSize: 300
Generation 25 | Revalues: 80160 | GridSize: 300
Generation 26 | Revalues: 81760 | GridSize: 300
Generation 27 | Revalues: 84490 | GridSize: 300
Generation 28 | Revalues: 86120 | GridSize: 300
Generation 29 | Revalues: 89320 | GridSize: 300
Generation 30 | Revalues: 91250 | GridSize: 300
Generation 31 | Revalues: 94710 | GridSize: 298
Generation 32 | Revalues: 96290 | GridSize: 300
Generation 33 | Revalues: 97580 | GridSize: 300
Generation 34 | Revalues: 98940 | GridSize: 300
Generation 35 | Revalues: 100110 | GridSize: 297
Generation 36 | Revalues: 101190 | GridSize: 300
Generation 37 | Revalues: 102710 | GridSize: 299
Generation 38 | Revalues: 104650 | GridSize: 300
Generation 39 | Revalues: 105920 | GridSize: 300
Generation 40 | Revalues: 109040 | GridSize: 299
Generation 41 | Revalues: 110390 | GridSize: 300
Generation 42 | Revalues: 111890 | GridSize: 300
Generation 43 | Revalues: 113420 | GridSize: 300
Generation 44 | Revalues: 114900 | GridSize: 300
