Instance,VBS_Prediction
71,0.7176643419307902
129,0.7464020743550749
22,0.6921643451406325
183,0.7568983149470947
429,0.641863194339885
64,0.6537761486961016
481,0.7503975513074979
241,0.7594392358413241
281,0.7327056742907088
84,0.7275624040727624
161,0.8045775577864066
103,0.6514817803661852
209,0.6364353343658422
206,0.6237927380003395
244,0.6244127667736744
336,0.6242160854930547
331,0.6501864362913418
0,0.6388823769417231
261,0.6342040846663014
504,0.6391443518705187
407,0.62267109057175
440,0.632468493694434
230,0.6245107088603048
430,0.638190891390763
A,0.6246411790273886
357,0.6442771870476985
202,0.6193254333254334
345,0.6450929226586011
232,0.6375740459291275
127,0.6470284697736187
20,0.6402624763081307
387,0.6229757566403731
67,0.6412589381420767
502,0.618763251505085
94,0.6277384140172956
74,0.6264463310684046
23,0.6201370605300371
156,0.6393926498556727
394,0.6378067889682355
121,0.6095362320272157
242,0.6354673693089644
80,0.618565653502879
11,0.6295948193357366
59,0.6486469763341499
179,0.6279014125532337
427,0.6558378434097043
340,0.6317029061924708
137,0.6232675022721227
366,0.6256615188940658
322,0.6373879856048135
81,0.6272701959041256
237,0.626748660739103
69,0.6345988172024558
239,0.6208427207123953
497,0.6339795377177666
496,0.6303463265761077
92,0.615289416475022
168,0.6382595651760187
14,0.6095235246157421
367,0.6365293165825766
247,0.6206395064493754
