Instance,SBS_Prediction
71,0.7229569553085834
129,0.7333009070117565
22,0.6998993279553476
183,0.7523226139877518
429,0.6518148671091484
64,0.6507180359845012
481,0.7498046241182271
241,0.7606660628700963
281,0.7293738064935438
84,0.7406730669995467
161,0.8029002309138701
103,0.619951784084896
209,0.6424122175018043
206,0.6293768264178217
244,0.6292885228427101
336,0.6275547121301179
331,0.6298736822232398
0,0.6287990214250683
261,0.6175808600193072
504,0.6192107385863833
407,0.6132193758424624
440,0.6450682881111085
230,0.6278250993119595
430,0.6262761082838612
A,0.6271872732094634
357,0.6426795938863092
202,0.6330695658286263
345,0.6259245646449474
232,0.6390429695482033
127,0.6179564648860267
20,0.6314247007306817
387,0.6306277821163102
67,0.624361706127925
502,0.625263924270147
94,0.6280486359286055
74,0.6351192506786024
23,0.638229203049148
156,0.6390152135175987
394,0.6408997726845332
121,0.6102974658982887
242,0.6386953591273121
80,0.6233887669524661
11,0.6216416685298755
59,0.6255194482014459
179,0.6181478909619077
427,0.6218728826060036
340,0.6176418845554661
137,0.6269456949771538
366,0.6324482980098053
322,0.6423063315359727
81,0.6329803609363348
237,0.6280490652589628
69,0.6264555600301569
239,0.6384727422012683
497,0.6561079696882329
496,0.6227461791233211
92,0.6381585076452191
168,0.6317406715709759
14,0.6305286706655111
367,0.6288470992159143
247,0.6420294391263522
