Instance,AS_Prediction
71,0.8681178567726876
129,0.8327661948564673
22,0.8666204819113852
183,0.8193440201702158
429,0.8351455995205768
64,0.8632511163747729
481,0.8571014395059148
241,0.8512991374075974
281,0.85870138480445
84,0.8539284117236028
161,0.8517150359086348
103,0.86309229213368
209,0.8374814848777469
206,0.8520015411507619
244,0.8504404361170503
336,0.8591840094742297
331,0.8500846810196492
0,0.8525654589780196
261,0.8525387982043743
504,0.8592813453637934
407,0.8454108013326891
440,0.8631964055594764
230,0.8366333227089906
430,0.8606917048959456
A,0.8563086429816049
357,0.8514173994152482
202,0.855045784194298
345,0.8590238320154243
232,0.864568682360472
127,0.8505448920890839
20,0.8421037913172488
387,0.8666931481235636
67,0.8547131235428078
502,0.8423155721993016
94,0.8484809011387163
74,0.8550288309126013
23,0.8510208486454383
156,0.8565733307130824
394,0.8450311029164377
121,0.8508919552078027
242,0.8563350331056931
80,0.8587175672181957
11,0.8513030382557121
59,0.8592050417837659
179,0.8509318732760104
427,0.8571335007294806
340,0.8536252274903283
137,0.8464566496192483
366,0.8473786164443691
322,0.8521009645261063
81,0.8553026282623892
237,0.8555407260581763
69,0.8539101620760082
239,0.8603877226055036
497,0.8339851107315464
496,0.8456018351861807
