Generation 0 | Revalues: 100 | GridSize: 5
Generation 1 | Revalues: 38150 | GridSize: 300
Generation 2 | Revalues: 43980 | GridSize: 294
Generation 3 | Revalues: 49190 | GridSize: 300
Generation 4 | Revalues: 51810 | GridSize: 299
Generation 5 | Revalues: 56160 | GridSize: 300
Generation 6 | Revalues: 61290 | GridSize: 300
Generation 7 | Revalues: 64300 | GridSize: 300
Generation 8 | Revalues: 66970 | GridSize: 300
Generation 9 | Revalues: 68850 | GridSize: 300
Generation 10 | Revalues: 75180 | GridSize: 300
Generation 11 | Revalues: 78700 | GridSize: 298
Generation 12 | Revalues: 81180 | GridSize: 299
Generation 13 | Revalues: 84730 | GridSize: 300
Generation 14 | Revalues: 86480 | GridSize: 299
Generation 15 | Revalues: 88320 | GridSize: 300
Generation 16 | Revalues: 90270 | GridSize: 300
Generation 17 | Revalues: 92470 | GridSize: 300
Generation 18 | Revalues: 93550 | GridSize: 296
Generation 19 | Revalues: 95810 | GridSize: 300
Generation 20 | Revalues: 97710 | GridSize: 300
Generation 21 | Revalues: 99220 | GridSize: 300
Generation 22 | Revalues: 100670 | GridSize: 300
Generation 23 | Revalues: 102350 | GridSize: 298
Generation 24 | Revalues: 103930 | GridSize: 300
Generation 25 | Revalues: 105950 | GridSize: 300
Generation 26 | Revalues: 107380 | GridSize: 299
Generation 27 | Revalues: 108880 | GridSize: 300
Generation 28 | Revalues: 111160 | GridSize: 300
Generation 29 | Revalues: 112460 | GridSize: 300
Generation 30 | Revalues: 113670 | GridSize: 300
Generation 31 | Revalues: 115370 | GridSize: 300
Generation 32 | Revalues: 117290 | GridSize: 300
Generation 33 | Revalues: 118920 | GridSize: 300
Generation 34 | Revalues: 120120 | GridSize: 298
Generation 35 | Revalues: 121800 | GridSize: 297
Generation 36 | Revalues: 123280 | GridSize: 300
Generation 37 | Revalues: 124810 | GridSize: 300
Generation 38 | Revalues: 126980 | GridSize: 300
Generation 39 | Revalues: 128580 | GridSize: 300
Generation 40 | Revalues: 129620 | GridSize: 300
Generation 41 | Revalues: 130830 | GridSize: 300
Generation 42 | Revalues: 131920 | GridSize: 300
Generation 43 | Revalues: 134180 | GridSize: 300
Generation 44 | Revalues: 135720 | GridSize: 300
Generation 45 | Revalues: 137770 | GridSize: 299
Generation 46 | Revalues: 139470 | GridSize: 299
Generation 47 | Revalues: 141150 | GridSize: 299
