Instance,SBS_Prediction
71,0.8562105777839923
129,0.841836991976846
22,0.8573592781735511
183,0.8153152292862395
429,0.8372412550329309
64,0.8651502800795328
481,0.8434383869821923
241,0.8325359553509744
281,0.8465595739337571
84,0.8398015295412309
161,0.8562417924171182
103,0.8383018330858784
209,0.8394208634733819
206,0.86076826937602
244,0.8687709713413535
336,0.8423519561347039
331,0.8505730963470783
0,0.862098700373958
261,0.8388596063030159
504,0.8451057592773246
407,0.8464883902809252
440,0.8511150919501531
230,0.8489925743054064
430,0.8537292332640041
A,0.8429281606741036
357,0.8462652699043227
202,0.8445969155262045
345,0.8514404925123265
232,0.8505542583927135
127,0.8602742840163518
20,0.8611277517547125
387,0.8554024682489967
67,0.8509558861244467
502,0.8521964834564892
94,0.8601867168067078
74,0.8489879369295665
23,0.8632281034462342
156,0.8514421455189116
394,0.8439922214999187
121,0.8606080715311641
242,0.8489024328909696
80,0.8518184468901366
11,0.8597054652942129
59,0.844423214030929
179,0.8590282724858558
427,0.8661711450955797
340,0.8587180265952243
137,0.8527135290387488
366,0.8469539137688646
322,0.856498891416313
81,0.8736625099825893
237,0.8601339284521782
69,0.8575098197725737
239,0.8582806465717002
497,0.8530909166252576
496,0.8487684173030297
