Instance,AS_Prediction
71,0.8520195957762654
129,0.8505625968413909
22,0.8569489956543122
183,0.8140807134921046
429,0.8538606062739885
64,0.8578694049037741
481,0.8515611873051597
241,0.8524144141330676
281,0.8493385590272213
84,0.8615213433797806
161,0.85612064778704
103,0.840487573913868
209,0.8457512531619475
206,0.8526627935681421
244,0.8534128351742942
336,0.8530132361810806
331,0.861964564946329
0,0.8673426780157761
261,0.8439746719261249
504,0.8583444621910746
407,0.8416465565311093
440,0.8572692523427564
230,0.850127861146135
430,0.8600840652298802
A,0.839770732334017
357,0.8434052191743355
202,0.8452575409433389
345,0.8474805834639182
232,0.8493773830987372
127,0.8518533040994444
20,0.8506154582337954
387,0.8693007134948971
67,0.8476332715798381
502,0.8567165621547517
94,0.8565302659190636
74,0.84555879046802
23,0.8466636976740741
156,0.8589588742590041
394,0.8522020469785379
121,0.8579580283327195
242,0.8647052635491357
80,0.8562788654421414
11,0.8447421318650862
59,0.8385164686597695
179,0.8503843215592994
427,0.8521742687097849
340,0.8594480229202125
137,0.8497141115745095
366,0.8589431219235274
322,0.8497267072466376
81,0.8460571277813426
237,0.8410221022723435
69,0.8591626619428883
239,0.8534312924512945
497,0.8522309378297369
496,0.8592365567232652
