Instance,VBS_Prediction
71,0.8173010550140001
129,0.7289515747233994
22,0.7062093279653986
183,0.8548007197139996
429,0.7914714709281497
64,0.7942199678514495
481,0.8012027454981999
241,0.8098646777364996
281,0.8000272444827501
84,0.7925065593176999
161,0.7906791855572503
103,0.7876958185783499
209,0.80244160169415
206,0.7901240111428498
244,0.8021962050249001
336,0.7834230819971999
331,0.8044302660333004
0,0.78587004853385
261,0.7933926098483498
504,0.7873761320384002
407,0.8006782300975003
440,0.7937569683072502
230,0.7898145406812
430,0.7889800862705998
A,0.7917541172122498
357,0.7937342013909005
202,0.7878344624740998
345,0.7946726781028498
232,0.78079490790655
127,0.7997260112729501
20,0.8002879490714002
387,0.7977546664567501
67,0.8062590183792999
502,0.8018981040611
94,0.7946697622933
74,0.7974239307735502
23,0.8009220327940001
156,0.7844193647803
394,0.7913539908212496
121,0.7981425463789497
242,0.7794839574695499
80,0.7945197029335498
11,0.79725485336985
59,0.8007136591374002
179,0.78903934385755
427,0.7892183729705998
340,0.78559920139665
137,0.7881007731364501
366,0.8079549497973
322,0.7955435879381504
81,0.7952814037489
237,0.7935593866568499
69,0.8009559563336999
239,0.7926643378619498
497,0.8024101511710501
