Generation 0 | Revalues: 100 | GridSize: 7
Generation 1 | Revalues: 73310 | GridSize: 300
Generation 2 | Revalues: 88240 | GridSize: 300
Generation 3 | Revalues: 94590 | GridSize: 300
Generation 4 | Revalues: 99670 | GridSize: 300
Generation 5 | Revalues: 103660 | GridSize: 300
Generation 6 | Revalues: 106980 | GridSize: 300
Generation 7 | Revalues: 110920 | GridSize: 300
Generation 8 | Revalues: 113450 | GridSize: 300
Generation 9 | Revalues: 116720 | GridSize: 300
Generation 10 | Revalues: 119720 | GridSize: 300
Generation 11 | Revalues: 125110 | GridSize: 300
Generation 12 | Revalues: 127650 | GridSize: 297
Generation 13 | Revalues: 132000 | GridSize: 300
Generation 14 | Revalues: 133730 | GridSize: 300
Generation 15 | Revalues: 137260 | GridSize: 300
Generation 16 | Revalues: 139120 | GridSize: 298
Generation 17 | Revalues: 140790 | GridSize: 300
Generation 18 | Revalues: 142220 | GridSize: 300
Generation 19 | Revalues: 144600 | GridSize: 300
Generation 20 | Revalues: 146100 | GridSize: 300
Generation 21 | Revalues: 147580 | GridSize: 299
Generation 22 | Revalues: 149560 | GridSize: 300
Generation 23 | Revalues: 151330 | GridSize: 300
Generation 24 | Revalues: 152920 | GridSize: 300
Generation 25 | Revalues: 154310 | GridSize: 299
Generation 26 | Revalues: 158560 | GridSize: 297
Generation 27 | Revalues: 160710 | GridSize: 300
Generation 28 | Revalues: 162330 | GridSize: 300
Generation 29 | Revalues: 164250 | GridSize: 300
Generation 30 | Revalues: 166880 | GridSize: 300
Generation 31 | Revalues: 169130 | GridSize: 300
Generation 32 | Revalues: 171290 | GridSize: 300
Generation 33 | Revalues: 174070 | GridSize: 300
Generation 34 | Revalues: 175470 | GridSize: 300
Generation 35 | Revalues: 176720 | GridSize: 300
Generation 36 | Revalues: 178710 | GridSize: 300
Generation 37 | Revalues: 181000 | GridSize: 300
Generation 38 | Revalues: 182510 | GridSize: 300
Generation 39 | Revalues: 183930 | GridSize: 300
Generation 40 | Revalues: 186100 | GridSize: 300
Generation 41 | Revalues: 188120 | GridSize: 300
Generation 42 | Revalues: 189610 | GridSize: 300
Generation 43 | Revalues: 191220 | GridSize: 300
Generation 44 | Revalues: 192630 | GridSize: 300
Generation 45 | Revalues: 194980 | GridSize: 300
Generation 46 | Revalues: 196190 | GridSize: 300
Generation 47 | Revalues: 197530 | GridSize: 300
Generation 48 | Revalues: 198910 | GridSize: 300
Generation 49 | Revalues: 201230 | GridSize: 300
Generation 50 | Revalues: 203180 | GridSize: 300
Generation 51 | Revalues: 204750 | GridSize: 300
Generation 52 | Revalues: 206210 | GridSize: 300
Generation 53 | Revalues: 207490 | GridSize: 300
Generation 54 | Revalues: 209540 | GridSize: 300
Generation 55 | Revalues: 212040 | GridSize: 300
Generation 56 | Revalues: 213260 | GridSize: 300
Generation 57 | Revalues: 214830 | GridSize: 300
Generation 58 | Revalues: 216370 | GridSize: 300
Generation 59 | Revalues: 218000 | GridSize: 300
Generation 60 | Revalues: 219410 | GridSize: 300
Generation 61 | Revalues: 220950 | GridSize: 300
Generation 62 | Revalues: 223100 | GridSize: 300
Generation 63 | Revalues: 224660 | GridSize: 300
Generation 64 | Revalues: 227380 | GridSize: 300
Generation 65 | Revalues: 228850 | GridSize: 300
Generation 66 | Revalues: 230560 | GridSize: 300
Generation 67 | Revalues: 231740 | GridSize: 300
Generation 68 | Revalues: 233340 | GridSize: 300
Generation 69 | Revalues: 234710 | GridSize: 300
Generation 70 | Revalues: 235990 | GridSize: 300
Generation 71 | Revalues: 237200 | GridSize: 300
Generation 72 | Revalues: 238810 | GridSize: 300
