Generation 0 | Revalues: 100 | GridSize: 2
Generation 1 | Revalues: 25970 | GridSize: 285
Generation 2 | Revalues: 33770 | GridSize: 300
Generation 3 | Revalues: 36920 | GridSize: 300
Generation 4 | Revalues: 38640 | GridSize: 300
Generation 5 | Revalues: 41960 | GridSize: 300
Generation 6 | Revalues: 44680 | GridSize: 300
Generation 7 | Revalues: 46250 | GridSize: 298
Generation 8 | Revalues: 50040 | GridSize: 300
Generation 9 | Revalues: 51450 | GridSize: 300
Generation 10 | Revalues: 54210 | GridSize: 300
Generation 11 | Revalues: 56130 | GridSize: 300
Generation 12 | Revalues: 58840 | GridSize: 298
Generation 13 | Revalues: 60400 | GridSize: 290
Generation 14 | Revalues: 61910 | GridSize: 300
Generation 15 | Revalues: 63200 | GridSize: 300
Generation 16 | Revalues: 65000 | GridSize: 299
Generation 17 | Revalues: 67420 | GridSize: 300
Generation 18 | Revalues: 69640 | GridSize: 300
Generation 19 | Revalues: 71420 | GridSize: 300
Generation 20 | Revalues: 72910 | GridSize: 299
Generation 21 | Revalues: 76770 | GridSize: 296
Generation 22 | Revalues: 79020 | GridSize: 296
Generation 23 | Revalues: 80720 | GridSize: 296
Generation 24 | Revalues: 83050 | GridSize: 300
Generation 25 | Revalues: 84550 | GridSize: 299
Generation 26 | Revalues: 85960 | GridSize: 300
Generation 27 | Revalues: 87530 | GridSize: 300
Generation 28 | Revalues: 88900 | GridSize: 299
Generation 29 | Revalues: 91120 | GridSize: 291
Generation 30 | Revalues: 92290 | GridSize: 297
Generation 31 | Revalues: 93470 | GridSize: 298
Generation 32 | Revalues: 94690 | GridSize: 300
Generation 33 | Revalues: 96400 | GridSize: 300
Generation 34 | Revalues: 97610 | GridSize: 298
Generation 35 | Revalues: 99230 | GridSize: 300
Generation 36 | Revalues: 100540 | GridSize: 300
Generation 37 | Revalues: 101630 | GridSize: 300
Generation 38 | Revalues: 103100 | GridSize: 300
Generation 39 | Revalues: 104440 | GridSize: 300
Generation 40 | Revalues: 106380 | GridSize: 300
Generation 41 | Revalues: 107670 | GridSize: 300
Generation 42 | Revalues: 109320 | GridSize: 300
Generation 43 | Revalues: 110580 | GridSize: 299
Generation 44 | Revalues: 112670 | GridSize: 295
Generation 45 | Revalues: 114150 | GridSize: 298
Generation 46 | Revalues: 115650 | GridSize: 300
Generation 47 | Revalues: 117570 | GridSize: 299
Generation 48 | Revalues: 119670 | GridSize: 300
Generation 49 | Revalues: 120870 | GridSize: 300
Generation 50 | Revalues: 122180 | GridSize: 299
Generation 51 | Revalues: 123470 | GridSize: 300
Generation 52 | Revalues: 125080 | GridSize: 300
Generation 53 | Revalues: 126370 | GridSize: 300
Generation 54 | Revalues: 127540 | GridSize: 300
Generation 55 | Revalues: 128910 | GridSize: 300
Generation 56 | Revalues: 130040 | GridSize: 300
Generation 57 | Revalues: 131240 | GridSize: 300
Generation 58 | Revalues: 132360 | GridSize: 300
Generation 59 | Revalues: 133730 | GridSize: 299
Generation 60 | Revalues: 135020 | GridSize: 300
Generation 61 | Revalues: 136080 | GridSize: 300
Generation 62 | Revalues: 137410 | GridSize: 298
Generation 63 | Revalues: 138520 | GridSize: 300
Generation 64 | Revalues: 139830 | GridSize: 300
Generation 65 | Revalues: 141180 | GridSize: 300
Generation 66 | Revalues: 142320 | GridSize: 299
Generation 67 | Revalues: 143520 | GridSize: 300
Generation 68 | Revalues: 144800 | GridSize: 300
Generation 69 | Revalues: 146190 | GridSize: 300
Generation 70 | Revalues: 147520 | GridSize: 299
Generation 71 | Revalues: 148930 | GridSize: 299
Generation 72 | Revalues: 150060 | GridSize: 300
Generation 73 | Revalues: 151290 | GridSize: 300
Generation 74 | Revalues: 152380 | GridSize: 300
Generation 75 | Revalues: 153590 | GridSize: 300
Generation 76 | Revalues: 154970 | GridSize: 300
Generation 77 | Revalues: 156370 | GridSize: 300
Generation 78 | Revalues: 157520 | GridSize: 300
Generation 79 | Revalues: 158620 | GridSize: 300
Generation 80 | Revalues: 159890 | GridSize: 300
Generation 81 | Revalues: 161110 | GridSize: 300
Generation 82 | Revalues: 162180 | GridSize: 300
Generation 83 | Revalues: 163180 | GridSize: 300
Generation 84 | Revalues: 164730 | GridSize: 300
Generation 85 | Revalues: 165860 | GridSize: 299
Generation 86 | Revalues: 166910 | GridSize: 299
Generation 87 | Revalues: 168190 | GridSize: 300
Generation 88 | Revalues: 169280 | GridSize: 300
Generation 89 | Revalues: 170500 | GridSize: 300
Generation 90 | Revalues: 171650 | GridSize: 300
Generation 91 | Revalues: 172700 | GridSize: 300
Generation 92 | Revalues: 173800 | GridSize: 300
Generation 93 | Revalues: 175020 | GridSize: 300
Generation 94 | Revalues: 176250 | GridSize: 300
Generation 95 | Revalues: 177400 | GridSize: 299
Generation 96 | Revalues: 178950 | GridSize: 300
Generation 97 | Revalues: 180000 | GridSize: 299
Generation 98 | Revalues: 181260 | GridSize: 299
Generation 99 | Revalues: 182520 | GridSize: 300
Generation 100 | Revalues: 183690 | GridSize: 299
Generation 101 | Revalues: 184920 | GridSize: 300
Generation 102 | Revalues: 186040 | GridSize: 300
Generation 103 | Revalues: 187170 | GridSize: 300
Generation 104 | Revalues: 188460 | GridSize: 299
Generation 105 | Revalues: 189590 | GridSize: 300
Generation 106 | Revalues: 190800 | GridSize: 299
Generation 107 | Revalues: 191940 | GridSize: 299
Generation 108 | Revalues: 193220 | GridSize: 300
Generation 109 | Revalues: 194360 | GridSize: 300
Generation 110 | Revalues: 195460 | GridSize: 300
Generation 111 | Revalues: 196820 | GridSize: 300
Generation 112 | Revalues: 197890 | GridSize: 300
Generation 113 | Revalues: 199010 | GridSize: 299
Generation 114 | Revalues: 200030 | GridSize: 300
Generation 115 | Revalues: 201230 | GridSize: 299
Generation 116 | Revalues: 202410 | GridSize: 300
Generation 117 | Revalues: 203540 | GridSize: 300
Generation 118 | Revalues: 204610 | GridSize: 300
Generation 119 | Revalues: 205720 | GridSize: 300
Generation 120 | Revalues: 207020 | GridSize: 299
Generation 121 | Revalues: 208250 | GridSize: 300
Generation 122 | Revalues: 209350 | GridSize: 300
Generation 123 | Revalues: 210390 | GridSize: 300
Generation 124 | Revalues: 211520 | GridSize: 300
Generation 125 | Revalues: 212690 | GridSize: 300
Generation 126 | Revalues: 213860 | GridSize: 300
Generation 127 | Revalues: 215010 | GridSize: 300
