Instance,AS_Prediction
71,0.7309928077728199
129,0.7359661817865069
22,0.6902053328840104
183,0.7617129904467972
429,0.6481938213112077
64,0.6533532202931436
481,0.7406404409581084
241,0.7758181629347256
281,0.7210813886040915
84,0.7531774292547095
161,0.7896401371131241
103,0.6370648201872524
209,0.6399803270752108
206,0.6172180572838339
244,0.6344805917577927
336,0.634271520850479
331,0.6262464671993053
0,0.6364394218547602
261,0.6302353894480249
504,0.6254682289508855
407,0.6270274307864404
440,0.6290814811877228
230,0.6301493349909092
430,0.6326840746959373
A,0.6179424133059569
357,0.6110554005143874
202,0.6376127069252903
345,0.6394744148517472
232,0.6172539045895564
127,0.6300534735145034
20,0.6404679205541213
387,0.6051776622066477
67,0.6276584146590725
502,0.6267083594342285
94,0.6205470768279553
74,0.6265173629720016
23,0.6380968198214038
156,0.6377172734712162
394,0.6440340042770134
121,0.6322399090547978
242,0.6265532761720695
80,0.6257585117106615
11,0.6329046156355649
59,0.6336022851217018
179,0.6408564776961824
427,0.6411971160336845
340,0.637344453641515
137,0.6330492013291268
366,0.6276736507923354
322,0.6229789253672591
81,0.6248870710488101
237,0.6292750689193604
69,0.6277982532744509
239,0.6179427954753869
497,0.6324878699562666
496,0.6280966146366976
92,0.6325643799087954
168,0.6191705706076782
14,0.6335034036555558
367,0.6130335351388227
247,0.6120515154283734
