Instance,SBS_Prediction
71,0.8104637743470009
129,0.7412065842118003
22,0.6918976777619998
183,0.8785369334809077
429,0.7918899081115999
64,0.7906995885115999
481,0.7998150112257999
241,0.7938831464310995
281,0.8048253838593997
84,0.7941885257927498
161,0.7863109588582501
103,0.8045534311626504
209,0.7960689048452501
206,0.7936378718285999
244,0.7895539532112501
336,0.7937434995433003
331,0.7921323875718503
0,0.7843965726067501
261,0.7992315242023501
504,0.7908362909028999
407,0.7935048379149001
440,0.8113862264399502
230,0.8095073089987507
430,0.7978656337467496
A,0.7982687090594002
357,0.7920923195594498
202,0.7918745434245005
345,0.7944796675219998
232,0.7945202823076002
127,0.8012123325475501
20,0.7963570106396499
387,0.7987803808903999
67,0.7991097072264004
502,0.8049587826186004
94,0.7959164284174004
74,0.7951655352816998
23,0.8046288643432501
156,0.7887687326547499
394,0.7943567516577
121,0.8068912860556501
242,0.8014262085026502
80,0.7925013456740497
11,0.7945650650113503
59,0.7885526034583501
179,0.8113282468694
427,0.79778830970735
340,0.7897583171870999
137,0.7947153088736498
366,0.7999364094513995
322,0.8020455839244001
81,0.8075356505414498
237,0.7889818796546999
69,0.7883490753487
239,0.7909005124379997
497,0.8014543545539002
