Instance,AS_Prediction
71,0.8620498699160286
129,0.8383087265974456
22,0.8547048253224347
183,0.8181472539402734
429,0.8282449771419038
64,0.8593212813012379
481,0.8496951469470759
241,0.8483911427093473
281,0.8564582219369672
84,0.8624111124737882
161,0.8533404253962619
103,0.8499240965832265
209,0.8576598502752983
206,0.8522953610862364
244,0.8509005573625495
336,0.846811278468362
331,0.8590522177546744
0,0.8468332070665439
261,0.8524053419742731
504,0.861016956444658
407,0.8505296881575132
440,0.8523399890986028
230,0.839560002027783
430,0.8474486911118586
A,0.8497526524647451
357,0.8537560063359007
202,0.8396003865573065
345,0.8587897544940897
232,0.8581322747636642
127,0.850703446668582
20,0.8551301845944725
387,0.8550768764860139
67,0.8567116478757194
502,0.8536544318151552
94,0.8429319654858725
74,0.8523570726562459
23,0.8425122603222204
156,0.8563514390972373
394,0.8545106241929084
121,0.8560484044487078
242,0.8477819753236016
80,0.861596006765468
11,0.8527439625814863
59,0.8396284636484879
179,0.8463709116597657
427,0.8604767194085313
340,0.8539359857465917
137,0.8491362804202638
366,0.8546763800098596
322,0.8629370109388041
81,0.8706614522949603
237,0.8519855583664109
69,0.8495798064488533
239,0.8543576950387596
497,0.8483683780163408
496,0.8573625341760333
