Instance,SBS_Prediction
71,0.8057037472210007
129,0.7304605442519003
22,0.6953091064373997
183,0.8774615403327259
429,0.8003699774122001
64,0.7932498226323503
481,0.7973054299293502
241,0.8013379398295996
281,0.7986409305517499
84,0.7958451459836493
161,0.7904313381345497
103,0.7904578230857503
209,0.7841010511461499
206,0.7879237653598503
244,0.8005335491369
336,0.8029683109792998
331,0.7847841659645499
0,0.7966716417298997
261,0.8028926783340499
504,0.7937685022128498
407,0.79729137576955
440,0.79651610349485
230,0.7872565441809507
430,0.7902383746887002
A,0.7846089943789498
357,0.80186575404465
202,0.7983456294891004
345,0.7903816575159504
232,0.8115138343373003
127,0.8058721583613501
20,0.7992410412000998
387,0.7909042722116
67,0.7916935339494
502,0.7846696274356496
94,0.7898916167960002
74,0.8048859645446497
23,0.7991234216123501
156,0.7989443862488496
394,0.79843576487295
121,0.7979224281985501
242,0.7957109688639499
80,0.7896775574736499
11,0.7885310552978004
59,0.7926974010976003
179,0.7870913654817998
427,0.7834668240622501
340,0.79867951187015
137,0.7977847763156503
366,0.7938768557599499
322,0.8007133986385502
81,0.79838587507565
237,0.7872836389228002
69,0.7924960846333504
239,0.8013982146923503
497,0.8033721687805999
