Instance,AS_Prediction
71,0.7177272359444348
129,0.7466635851190074
22,0.6934560483664818
183,0.7578280037158415
429,0.6534575052500822
64,0.6617407189828712
481,0.7530408759669943
241,0.7637576491182827
281,0.7368584406793501
84,0.7303339118974848
161,0.8053804496602319
103,0.6515439692349639
209,0.6365360192641621
206,0.624513905349358
244,0.6244789778150757
336,0.6242160854930547
331,0.6502835045612653
0,0.6391034785423567
261,0.6343522224538204
504,0.6392590875705112
407,0.6228173905126686
440,0.632468493694434
230,0.6247529449177982
430,0.638190891390763
A,0.6247044073530661
357,0.6442966033707542
202,0.6193254333254334
345,0.6451288307604592
232,0.6377105180500015
127,0.6471171046778436
20,0.6402624763081307
387,0.6231122287612471
67,0.6413739024244495
502,0.618763251505085
94,0.6280922923885153
74,0.6265355876835196
23,0.6201923293949756
156,0.6395509049064794
394,0.6378273282151897
121,0.6096118381590866
242,0.6355098845777108
80,0.6186894530352975
11,0.6296570082045152
59,0.6487955604360391
179,0.6280257890698834
427,0.655894670334982
340,0.6318070958116659
137,0.6240505823547728
366,0.6256615188940658
322,0.6375037449382635
81,0.6273644879100164
237,0.626748660739103
69,0.6347352893233298
239,0.6208427207123953
497,0.6340181852997886
496,0.6304097855826593
92,0.615289416475022
168,0.6384089622793536
14,0.6096405084932323
367,0.6366904844143079
247,0.6208300969653807
