Instance,AS_Prediction
71,0.8679160510676064
129,0.8399451091032425
22,0.8539566705593122
183,0.8348472240756399
429,0.8227685548332228
64,0.8406445711219128
481,0.8536861283771384
241,0.857283241262445
281,0.8552623294268596
84,0.8574986062175192
161,0.859536005948246
103,0.849747240799349
209,0.8547295081665266
206,0.8416673716034793
244,0.8486986739931696
336,0.8467840504241414
331,0.8423212539513903
0,0.8631019981599011
261,0.8448975262364822
504,0.8501619573760023
407,0.857230643673053
440,0.8468892434743414
230,0.855461584744868
430,0.8583183675865488
A,0.8646761085222612
357,0.8516269792358482
202,0.8661088430187097
345,0.8508215644779642
232,0.857475774721849
127,0.8505790796906056
20,0.8589681344986394
387,0.8662387138675797
67,0.8715500655239853
502,0.8449000121772157
94,0.8510059126141105
74,0.8459981180044142
23,0.8500455843452138
156,0.853096474228351
394,0.8634541538302508
121,0.8462649922666279
242,0.8537087306445937
80,0.8533273904955778
11,0.8677196039708899
59,0.8480172235884297
179,0.8557172598118509
427,0.846051499568866
340,0.8555262067400843
137,0.8546792399578379
366,0.8541987922298491
322,0.8466165856398448
81,0.8491216838185458
237,0.8548780058526758
69,0.8541554964494111
239,0.8544950582279597
497,0.8473046185044175
496,0.8652982729699678
