Instance,SBS_Prediction
71,0.8088124229560009
129,0.7304605442519003
22,0.7110074873382998
183,0.878895397863635
429,0.7946184206863499
64,0.7860221460176001
481,0.7910346772133502
241,0.7981888359666499
281,0.8021201045649
84,0.7996212703618003
161,0.8007471086933496
103,0.7962232420051504
209,0.79511392801145
206,0.8055690554236503
244,0.8007317681412502
336,0.7983863965048004
331,0.79121403846745
0,0.8006561744909996
261,0.8048423394654001
504,0.7982129923174505
407,0.7958533420128002
440,0.7978080728941002
230,0.7877277620092998
430,0.7973910175356498
A,0.7960010072694499
357,0.7998369577156998
202,0.79731873401985
345,0.7894079539261
232,0.7988867353535997
127,0.8095702957172503
20,0.80400917382475
387,0.79322566563865
67,0.8000737690534503
502,0.8054319547365503
94,0.7976453715498001
74,0.7953910853828002
23,0.7984950150968502
156,0.7944960665272999
394,0.79631095260085
121,0.7952745131010001
242,0.81118370436645
80,0.7933425114172998
11,0.7985237140025503
59,0.79737132829735
179,0.8024167569562997
427,0.7952068427311496
340,0.7980676522344499
137,0.7913788472888497
366,0.8010946308564499
322,0.7984660153206496
81,0.8036890110632998
237,0.80036322950625
69,0.7911327566694003
239,0.7903882123994502
497,0.8037447520350505
