Instance,VBS_Prediction
71,0.7277389901322987
129,0.7432122276823823
22,0.6941361639375606
183,0.7623218687423815
429,0.6538334178250887
64,0.6453738935420421
481,0.7369481049902931
241,0.7592936663088489
281,0.7240290832641371
84,0.7504148703241137
161,0.7948179759369616
103,0.6011514976928676
209,0.6290459673604807
206,0.629362028407446
244,0.6351024293753431
336,0.6386340350965228
331,0.6411918659539131
0,0.6163773212742889
261,0.636108329573713
504,0.629758515413434
407,0.6303666993063662
440,0.6305418346205472
230,0.6422368130662736
430,0.6293129797789851
A,0.6259587329341348
357,0.6430304443892519
202,0.6339918829130294
345,0.6357836330711664
232,0.6319868854419767
127,0.6224498924842689
20,0.6249032344760936
387,0.6252762719108144
67,0.6394875718294353
502,0.6268393204441288
94,0.6136667843919561
74,0.6347171450543054
23,0.6255581075818324
156,0.625283669685434
394,0.6210577847435469
121,0.6315651971996875
242,0.623086674359839
80,0.621788521388872
11,0.6211937571767542
59,0.630800975262103
179,0.6291504556792353
427,0.6253037733807892
340,0.629413044406531
137,0.6267605779474927
366,0.6202026252653025
322,0.6307322731921757
81,0.6359439551157309
237,0.6278612881075156
69,0.6439090266734029
239,0.6232729519138307
497,0.6335871498119604
496,0.6362607896863305
92,0.63772689880026
168,0.615148474021056
14,0.637549960567237
367,0.6284656707686654
247,0.622800588156577
