Generation 0 | Revalues: 100 | GridSize: 2
Generation 1 | Revalues: 31760 | GridSize: 300
Generation 2 | Revalues: 34160 | GridSize: 294
Generation 3 | Revalues: 37800 | GridSize: 298
Generation 4 | Revalues: 40670 | GridSize: 300
Generation 5 | Revalues: 43130 | GridSize: 300
Generation 6 | Revalues: 45100 | GridSize: 300
Generation 7 | Revalues: 47600 | GridSize: 282
Generation 8 | Revalues: 50650 | GridSize: 277
Generation 9 | Revalues: 51940 | GridSize: 299
Generation 10 | Revalues: 57070 | GridSize: 288
Generation 11 | Revalues: 59260 | GridSize: 300
Generation 12 | Revalues: 62180 | GridSize: 288
Generation 13 | Revalues: 63690 | GridSize: 298
Generation 14 | Revalues: 65080 | GridSize: 300
Generation 15 | Revalues: 66490 | GridSize: 300
Generation 16 | Revalues: 67950 | GridSize: 300
Generation 17 | Revalues: 69290 | GridSize: 300
Generation 18 | Revalues: 70860 | GridSize: 300
Generation 19 | Revalues: 72640 | GridSize: 300
Generation 20 | Revalues: 74190 | GridSize: 300
Generation 21 | Revalues: 75560 | GridSize: 300
Generation 22 | Revalues: 76810 | GridSize: 300
Generation 23 | Revalues: 78040 | GridSize: 300
Generation 24 | Revalues: 79370 | GridSize: 296
Generation 25 | Revalues: 80510 | GridSize: 298
Generation 26 | Revalues: 81650 | GridSize: 299
Generation 27 | Revalues: 83030 | GridSize: 300
Generation 28 | Revalues: 84170 | GridSize: 300
Generation 29 | Revalues: 85500 | GridSize: 297
Generation 30 | Revalues: 86690 | GridSize: 300
Generation 31 | Revalues: 88030 | GridSize: 300
Generation 32 | Revalues: 89170 | GridSize: 299
Generation 33 | Revalues: 90240 | GridSize: 298
Generation 34 | Revalues: 91600 | GridSize: 300
Generation 35 | Revalues: 92670 | GridSize: 300
Generation 36 | Revalues: 93970 | GridSize: 300
Generation 37 | Revalues: 95150 | GridSize: 300
Generation 38 | Revalues: 96220 | GridSize: 300
Generation 39 | Revalues: 97480 | GridSize: 300
Generation 40 | Revalues: 98760 | GridSize: 300
Generation 41 | Revalues: 100080 | GridSize: 300
Generation 42 | Revalues: 101260 | GridSize: 300
Generation 43 | Revalues: 102670 | GridSize: 300
Generation 44 | Revalues: 104070 | GridSize: 297
Generation 45 | Revalues: 105610 | GridSize: 297
Generation 46 | Revalues: 106740 | GridSize: 300
Generation 47 | Revalues: 108080 | GridSize: 296
Generation 48 | Revalues: 109570 | GridSize: 300
Generation 49 | Revalues: 110910 | GridSize: 298
Generation 50 | Revalues: 112230 | GridSize: 300
Generation 51 | Revalues: 113570 | GridSize: 300
Generation 52 | Revalues: 114570 | GridSize: 300
Generation 53 | Revalues: 115670 | GridSize: 300
Generation 54 | Revalues: 116950 | GridSize: 298
