Generation 0 | Revalues: 100 | GridSize: 6
Generation 1 | Revalues: 23910 | GridSize: 255
Generation 2 | Revalues: 27680 | GridSize: 300
Generation 3 | Revalues: 30400 | GridSize: 283
Generation 4 | Revalues: 32060 | GridSize: 300
Generation 5 | Revalues: 33410 | GridSize: 298
Generation 6 | Revalues: 35970 | GridSize: 297
Generation 7 | Revalues: 37610 | GridSize: 298
Generation 8 | Revalues: 39580 | GridSize: 300
Generation 9 | Revalues: 42290 | GridSize: 299
Generation 10 | Revalues: 43450 | GridSize: 300
Generation 11 | Revalues: 44720 | GridSize: 300
Generation 12 | Revalues: 46360 | GridSize: 300
Generation 13 | Revalues: 47850 | GridSize: 300
Generation 14 | Revalues: 49590 | GridSize: 300
Generation 15 | Revalues: 51160 | GridSize: 299
Generation 16 | Revalues: 52890 | GridSize: 300
Generation 17 | Revalues: 54620 | GridSize: 300
Generation 18 | Revalues: 56270 | GridSize: 299
Generation 19 | Revalues: 58440 | GridSize: 299
Generation 20 | Revalues: 60270 | GridSize: 298
Generation 21 | Revalues: 62350 | GridSize: 299
Generation 22 | Revalues: 63640 | GridSize: 300
Generation 23 | Revalues: 65460 | GridSize: 298
Generation 24 | Revalues: 68000 | GridSize: 300
Generation 25 | Revalues: 69420 | GridSize: 300
Generation 26 | Revalues: 70930 | GridSize: 300
Generation 27 | Revalues: 72530 | GridSize: 295
Generation 28 | Revalues: 74270 | GridSize: 300
Generation 29 | Revalues: 75870 | GridSize: 300
Generation 30 | Revalues: 77310 | GridSize: 297
Generation 31 | Revalues: 78590 | GridSize: 300
Generation 32 | Revalues: 79880 | GridSize: 300
Generation 33 | Revalues: 80940 | GridSize: 300
Generation 34 | Revalues: 82130 | GridSize: 298
Generation 35 | Revalues: 83690 | GridSize: 299
Generation 36 | Revalues: 85240 | GridSize: 297
Generation 37 | Revalues: 86330 | GridSize: 300
Generation 38 | Revalues: 87950 | GridSize: 300
Generation 39 | Revalues: 89090 | GridSize: 300
Generation 40 | Revalues: 90680 | GridSize: 300
Generation 41 | Revalues: 91800 | GridSize: 300
Generation 42 | Revalues: 93090 | GridSize: 300
Generation 43 | Revalues: 94180 | GridSize: 300
Generation 44 | Revalues: 95690 | GridSize: 296
Generation 45 | Revalues: 96840 | GridSize: 296
Generation 46 | Revalues: 98360 | GridSize: 300
Generation 47 | Revalues: 99630 | GridSize: 300
Generation 48 | Revalues: 100910 | GridSize: 300
Generation 49 | Revalues: 102540 | GridSize: 300
Generation 50 | Revalues: 103650 | GridSize: 300
Generation 51 | Revalues: 104840 | GridSize: 300
Generation 52 | Revalues: 105840 | GridSize: 300
Generation 53 | Revalues: 106980 | GridSize: 299
Generation 54 | Revalues: 108000 | GridSize: 300
Generation 55 | Revalues: 109090 | GridSize: 300
Generation 56 | Revalues: 110220 | GridSize: 300
Generation 57 | Revalues: 111360 | GridSize: 300
Generation 58 | Revalues: 112460 | GridSize: 300
Generation 59 | Revalues: 113520 | GridSize: 299
Generation 60 | Revalues: 114610 | GridSize: 300
Generation 61 | Revalues: 115850 | GridSize: 300
Generation 62 | Revalues: 117530 | GridSize: 299
Generation 63 | Revalues: 118720 | GridSize: 300
Generation 64 | Revalues: 119830 | GridSize: 300
Generation 65 | Revalues: 120920 | GridSize: 300
Generation 66 | Revalues: 122040 | GridSize: 300
Generation 67 | Revalues: 123320 | GridSize: 299
Generation 68 | Revalues: 124360 | GridSize: 300
Generation 69 | Revalues: 125500 | GridSize: 297
Generation 70 | Revalues: 126720 | GridSize: 300
Generation 71 | Revalues: 127790 | GridSize: 300
Generation 72 | Revalues: 128840 | GridSize: 300
Generation 73 | Revalues: 130050 | GridSize: 300
Generation 74 | Revalues: 131470 | GridSize: 299
Generation 75 | Revalues: 132740 | GridSize: 300
Generation 76 | Revalues: 133830 | GridSize: 300
Generation 77 | Revalues: 135080 | GridSize: 300
Generation 78 | Revalues: 136220 | GridSize: 298
Generation 79 | Revalues: 137280 | GridSize: 300
Generation 80 | Revalues: 138280 | GridSize: 300
Generation 81 | Revalues: 139560 | GridSize: 300
Generation 82 | Revalues: 140710 | GridSize: 300
Generation 83 | Revalues: 141820 | GridSize: 300
Generation 84 | Revalues: 142950 | GridSize: 299
Generation 85 | Revalues: 143950 | GridSize: 300
Generation 86 | Revalues: 145030 | GridSize: 300
Generation 87 | Revalues: 146070 | GridSize: 300
Generation 88 | Revalues: 147300 | GridSize: 297
Generation 89 | Revalues: 148510 | GridSize: 300
Generation 90 | Revalues: 149800 | GridSize: 300
Generation 91 | Revalues: 150930 | GridSize: 300
Generation 92 | Revalues: 152190 | GridSize: 300
Generation 93 | Revalues: 153200 | GridSize: 297
Generation 94 | Revalues: 154410 | GridSize: 300
Generation 95 | Revalues: 155520 | GridSize: 300
Generation 96 | Revalues: 156680 | GridSize: 300
Generation 97 | Revalues: 157740 | GridSize: 299
Generation 98 | Revalues: 158930 | GridSize: 300
Generation 99 | Revalues: 159980 | GridSize: 300
Generation 100 | Revalues: 161340 | GridSize: 300
Generation 101 | Revalues: 162430 | GridSize: 300
Generation 102 | Revalues: 163460 | GridSize: 300
Generation 103 | Revalues: 164530 | GridSize: 295
Generation 104 | Revalues: 165930 | GridSize: 300
Generation 105 | Revalues: 166990 | GridSize: 296
Generation 106 | Revalues: 168240 | GridSize: 300
Generation 107 | Revalues: 169360 | GridSize: 300
Generation 108 | Revalues: 170420 | GridSize: 300
Generation 109 | Revalues: 171460 | GridSize: 298
Generation 110 | Revalues: 172520 | GridSize: 300
Generation 111 | Revalues: 173640 | GridSize: 300
Generation 112 | Revalues: 174670 | GridSize: 300
Generation 113 | Revalues: 175850 | GridSize: 294
Generation 114 | Revalues: 177010 | GridSize: 300
Generation 115 | Revalues: 178010 | GridSize: 300
Generation 116 | Revalues: 179160 | GridSize: 300
Generation 117 | Revalues: 180330 | GridSize: 299
Generation 118 | Revalues: 181350 | GridSize: 300
Generation 119 | Revalues: 182520 | GridSize: 298
Generation 120 | Revalues: 183520 | GridSize: 300
