Instance,SBS_Prediction
71,0.8060680783070009
129,0.7360664272633004
22,0.6946672931269
183,0.8778200047154533
429,0.8042814454116498
64,0.7922401855046495
481,0.8051389509383
241,0.7998631750930499
281,0.8100198902495502
84,0.7993326650245502
161,0.7943326766825004
103,0.7944178309330496
209,0.7989501208922001
206,0.7951518395859496
244,0.8047651346871997
336,0.80796250179575
331,0.7934286764053501
0,0.7884896878693501
261,0.8085156681781501
504,0.79244990221135
407,0.8022582930799499
440,0.7871555226230998
230,0.7897700176592503
430,0.7996822399914499
A,0.7941373725207
357,0.7899358577185
202,0.8121236245262001
345,0.7901372197059997
232,0.7783934475106499
127,0.80365020994105
20,0.7952731880084002
387,0.8030418748875999
67,0.8004042764729498
502,0.7798811287049997
94,0.7925299001041504
74,0.79962307370915
23,0.7985847158893498
156,0.7999999529219503
394,0.8042033519601496
121,0.8081954846030499
242,0.8121572170461501
80,0.8044192044021995
11,0.7788954197846
59,0.78795334108375
179,0.7992179088038999
427,0.7956966984035505
340,0.7952622552369002
137,0.7978692623436501
366,0.79346596687495
322,0.7959040647625995
81,0.8013363873646503
237,0.7935258941211
69,0.7957529560194999
239,0.7999858883314002
497,0.7987633608169
