Instance,SBS_Prediction
71,0.8522417165780465
129,0.8390895759226477
22,0.859532709803591
183,0.8294136077446077
429,0.8235457520028078
64,0.8569672164346015
481,0.8561000699083324
241,0.8577629910691675
281,0.8633332625859964
84,0.8641284162135178
161,0.8485936045710721
103,0.8431542346224231
209,0.8497639303367592
206,0.861882119606229
244,0.850928023453468
336,0.8636324972481827
331,0.8411309836078883
0,0.8525448956548765
261,0.8547854561502518
504,0.8427408197955681
407,0.8518219439108136
440,0.850375892618511
230,0.8459295545426453
430,0.8556771216854002
A,0.8309706226611376
357,0.8588979291488689
202,0.8585628799120475
345,0.8398936392224476
232,0.8493953983776522
127,0.8525805042356436
20,0.852452508239158
387,0.8400919795774082
67,0.8396924105051882
502,0.8529229597153425
94,0.8600192688345012
74,0.842729021206451
23,0.8408904580554447
156,0.8402385352087011
394,0.8453887795551488
121,0.8584759921969964
242,0.8578282389281283
80,0.8486509475333497
11,0.8556769800708933
59,0.8425938944071379
179,0.8439701566012516
427,0.8369237415825606
340,0.8572302575678156
137,0.8488999842866726
366,0.8422489439817784
322,0.8630330218364881
81,0.8484987613006443
237,0.851957625510989
69,0.8521796050663031
239,0.8478236244816523
497,0.8470460592966917
496,0.843042639506721
