Instance,VBS_Prediction
71,0.7223120756269171
129,0.7402060073775245
22,0.6908517559335308
183,0.7578231457777065
429,0.6440663840323834
64,0.6451854086248345
481,0.7472281529989734
241,0.7720898574109333
281,0.7156190815182321
84,0.7488711178861722
161,0.7911940717856697
103,0.6265409072850874
209,0.6435472003618183
206,0.6408231252928092
244,0.6282398883854692
336,0.631681602598319
331,0.621786719048699
0,0.6263894113062941
261,0.6340053660743645
504,0.6223237272688145
407,0.6390642831278709
440,0.621408647161125
230,0.6387842942282687
430,0.6422940220347866
A,0.6442386999419619
357,0.6337756261748312
202,0.6366427510379135
345,0.619339393470893
232,0.6231085954021179
127,0.6304476258027301
20,0.6235056521167573
387,0.6380253508576365
67,0.6419478738378532
502,0.6320928662257623
94,0.6293004383220601
74,0.6312688558524203
23,0.6200216024689921
156,0.6317345179696189
394,0.6279720217066496
121,0.6132607458278208
242,0.6497279328437969
80,0.6448319903588332
11,0.6075859251700946
59,0.6357132693890069
179,0.6353594113884351
427,0.6396984184302424
340,0.6434291584976104
137,0.6255006477990793
366,0.6289200996476069
322,0.633363549861028
81,0.637371072599656
237,0.6260497774286597
69,0.6439475777154466
239,0.623493703674499
497,0.6247273964534859
496,0.6320258295071858
92,0.6338199082357683
168,0.6154538093558201
14,0.623741738616553
367,0.623836223198448
247,0.6380176075948555
