Instance,SBS_Prediction
71,0.8014902167240007
129,0.7257654889555005
22,0.6867631712779996
183,0.8785369334809077
429,0.8035739427315002
64,0.7924316249291998
481,0.8091211403570998
241,0.7962590525407502
281,0.8094752852013001
84,0.8000244621664007
161,0.80002896501225
103,0.8047783224633998
209,0.7920441141531004
206,0.7986162986824001
244,0.7938044627245497
336,0.7992461914969003
331,0.7937841558695498
0,0.7888483233543497
261,0.8011874034585499
504,0.7879194627092498
407,0.8059375281026004
440,0.8056050267070003
230,0.7990570679067001
430,0.8003525210452002
A,0.7950117413374999
357,0.7971158456860499
202,0.7906077334734006
345,0.7924781482956501
232,0.7888490283124502
127,0.8032263166105504
20,0.7927512552644498
387,0.7962360334728499
67,0.79492894282375
502,0.8077127798489998
94,0.79762692195975
74,0.8129207583242999
23,0.778993526546
156,0.7973417693854
394,0.7842699250936498
121,0.7852743488807999
242,0.7891036700554502
80,0.7937215034867496
11,0.7924286790948003
59,0.7937562231399004
179,0.7862915851698
427,0.8017660697042998
340,0.7894258158751001
137,0.7990720049519999
366,0.8001577172816501
322,0.8038159278599999
81,0.8019195390585501
237,0.7811570434887001
69,0.78482697026255
239,0.7855390612504004
497,0.8034102643402002
