Instance,SBS_Prediction
71,0.801296189677001
129,0.7291046148848003
22,0.6923197654786998
183,0.8767446115672715
429,0.7907152159171001
64,0.7918149027084502
481,0.80687052492905
241,0.7942451551628998
281,0.8011312607977501
84,0.8013222085322502
161,0.8010656075189498
103,0.7946043766718499
209,0.7938034035584498
206,0.7867857701772997
244,0.8070690668605499
336,0.7955849180000498
331,0.80263538476205
0,0.7957220115278999
261,0.7884970820249495
504,0.7944657795617499
407,0.7911240803378498
440,0.8002427542598501
230,0.8070188597828499
430,0.7883716068928501
A,0.7937994245312501
357,0.7982805712180496
202,0.7931515472981999
345,0.79514800035515
232,0.7948709775827999
127,0.7995302920200499
20,0.7906361566263505
387,0.7922657566274505
67,0.8000417629664001
502,0.7972887034037002
94,0.8003368676931499
74,0.7919140782917
23,0.7999018855482002
156,0.7997112026046002
394,0.8019702676285501
121,0.7976815039785499
242,0.7913363590974497
80,0.8021211569630499
11,0.7963903279738999
59,0.7983170407962003
179,0.7908770707526497
427,0.8016445715768502
340,0.7945748931208001
137,0.7949294379185501
366,0.7924894450104499
322,0.8034770055814998
81,0.7954259188618998
237,0.7882039698893998
69,0.7962648172574505
239,0.7953434502536498
497,0.81168997297805
