Instance,SBS_Prediction
71,0.854226147181019
129,0.8350790982646654
22,0.8691270376194966
183,0.8093137654126799
429,0.8410113908853672
64,0.8410945963799995
481,0.8535867650164635
241,0.8605118006008299
281,0.8547968842700503
84,0.8507190252225091
161,0.8429121496803343
103,0.8525636724150252
209,0.8495475100114964
206,0.8551112894707634
244,0.8586317109569864
336,0.8450879513186905
331,0.8464847606382869
0,0.8414646825675598
261,0.8636097723519387
504,0.8602827299253865
407,0.8481901689978522
440,0.8557484269749408
230,0.8577479228894314
430,0.858162012883931
A,0.8615102788681724
357,0.8551993507592887
202,0.8513076432515505
345,0.854926700362325
232,0.8593635514098875
127,0.8590531131050558
20,0.8507527000772874
387,0.857315127957513
67,0.8627844641519706
502,0.8512900020824786
94,0.852354537988772
74,0.8529204273108045
23,0.8549794747610301
156,0.8409233613760959
394,0.8515974364419511
121,0.8630625100085086
242,0.8533531458139951
80,0.8365126831134303
11,0.8509843981886117
59,0.8682479775999972
179,0.8576036233682117
427,0.843240584728521
340,0.8531751460371665
137,0.8384014149965532
366,0.8607021674703597
322,0.854322805587638
81,0.849804185360986
237,0.8623505137071547
69,0.8554830774793346
239,0.8484696993689026
497,0.8343487343098649
496,0.8613832419967379
