Instance,VBS_Prediction
71,0.8737490270228397
129,0.8123602474944088
22,0.8485099785613132
183,0.8228290674701533
429,0.8310764396639354
64,0.8536178414412369
481,0.8427444885549888
241,0.8496995798234631
281,0.856841474168927
84,0.8563369513836447
161,0.8503847410263955
103,0.8398339619916192
209,0.8506127038384804
206,0.8428091564493075
244,0.8652215365397332
336,0.8566102628247414
331,0.8471112508183836
0,0.8532630274391589
261,0.8482975529562321
504,0.8449232109090695
407,0.8500942728250596
440,0.85414467042863
230,0.843575283823245
430,0.8693603604891164
A,0.8409265229019115
357,0.8526788947143629
202,0.8561787200066617
345,0.8500510200452269
232,0.8449628130800368
127,0.859466978590339
20,0.8592047080102836
387,0.8522346343577929
67,0.8476620369040251
502,0.8562237367607101
94,0.8518771916095832
74,0.8518220525484462
23,0.8587395773794212
156,0.8653194589899188
394,0.8433539554144717
121,0.8545967598420365
242,0.8539140908697412
80,0.8603397819180522
11,0.8611538611875637
59,0.851111853675815
179,0.8593741914522874
427,0.8489902536065465
340,0.8490664540697501
137,0.8408619352480095
366,0.8473179485550284
322,0.8589151853722317
81,0.8675175586722242
237,0.8527612846397892
69,0.8686888871958953
239,0.8419078548131477
497,0.8415410887349626
496,0.8639134929535095
