Instance,SBS_Prediction
71,0.8177978420830008
129,0.7241259990685005
22,0.7022591900559996
183,0.8821215773081805
429,0.7896889532437499
64,0.7798057436441499
481,0.8007032770474999
241,0.79999183739505
281,0.8024807217369997
84,0.8020312783704507
161,0.7992473008996498
103,0.7885551255395998
209,0.7983235280547999
206,0.8003308034959502
244,0.8045640950990999
336,0.7913406208506505
331,0.7933770899051501
0,0.79970212900025
261,0.7870662414936498
504,0.7846294170293998
407,0.7928393907789999
440,0.8091755431119
230,0.8002131644095003
430,0.7897926882491503
A,0.7878131212606501
357,0.7928316303355001
202,0.8047784707612999
345,0.7970455246730994
232,0.7991867996819003
127,0.7944695424869501
20,0.8044147565898001
387,0.7969108376595498
67,0.8121673167387997
502,0.7989075073413499
94,0.7906284386537499
74,0.7987228233486499
23,0.8005330309974495
156,0.8000464175538002
394,0.7933602189824002
121,0.7942117874222504
242,0.7882281274882001
80,0.79644865316025
11,0.7965997865150498
59,0.79539024223205
179,0.7966026204654497
427,0.8030419911482503
340,0.7948439123016497
137,0.8033937186306498
366,0.7927483525784502
322,0.8106130619012498
81,0.7963174061716001
237,0.8000231575437502
69,0.7931384223244001
239,0.78937912520375
497,0.7945227627761503
