Generation 0 | Revalues: 100 | GridSize: 4
Generation 1 | Revalues: 26800 | GridSize: 298
Generation 2 | Revalues: 34340 | GridSize: 297
Generation 3 | Revalues: 38390 | GridSize: 300
Generation 4 | Revalues: 42670 | GridSize: 300
Generation 5 | Revalues: 45900 | GridSize: 300
Generation 6 | Revalues: 48720 | GridSize: 300
Generation 7 | Revalues: 50710 | GridSize: 300
Generation 8 | Revalues: 54840 | GridSize: 300
Generation 9 | Revalues: 57610 | GridSize: 300
Generation 10 | Revalues: 60070 | GridSize: 300
Generation 11 | Revalues: 61790 | GridSize: 300
Generation 12 | Revalues: 63800 | GridSize: 298
Generation 13 | Revalues: 66590 | GridSize: 300
Generation 14 | Revalues: 68550 | GridSize: 300
Generation 15 | Revalues: 70680 | GridSize: 300
Generation 16 | Revalues: 72180 | GridSize: 299
Generation 17 | Revalues: 74420 | GridSize: 299
Generation 18 | Revalues: 76720 | GridSize: 300
Generation 19 | Revalues: 79210 | GridSize: 300
Generation 20 | Revalues: 81170 | GridSize: 300
Generation 21 | Revalues: 82750 | GridSize: 300
Generation 22 | Revalues: 84520 | GridSize: 300
Generation 23 | Revalues: 86650 | GridSize: 300
Generation 24 | Revalues: 88340 | GridSize: 300
Generation 25 | Revalues: 89590 | GridSize: 300
Generation 26 | Revalues: 91450 | GridSize: 300
Generation 27 | Revalues: 93050 | GridSize: 300
Generation 28 | Revalues: 94560 | GridSize: 300
Generation 29 | Revalues: 96540 | GridSize: 300
Generation 30 | Revalues: 98170 | GridSize: 300
Generation 31 | Revalues: 99640 | GridSize: 300
Generation 32 | Revalues: 100890 | GridSize: 300
Generation 33 | Revalues: 102790 | GridSize: 299
Generation 34 | Revalues: 104360 | GridSize: 300
Generation 35 | Revalues: 105930 | GridSize: 300
Generation 36 | Revalues: 107070 | GridSize: 300
Generation 37 | Revalues: 108530 | GridSize: 300
Generation 38 | Revalues: 110450 | GridSize: 300
Generation 39 | Revalues: 111830 | GridSize: 300
Generation 40 | Revalues: 113030 | GridSize: 300
Generation 41 | Revalues: 114660 | GridSize: 300
Generation 42 | Revalues: 116420 | GridSize: 299
Generation 43 | Revalues: 117730 | GridSize: 300
Generation 44 | Revalues: 119040 | GridSize: 300
Generation 45 | Revalues: 120270 | GridSize: 300
Generation 46 | Revalues: 121910 | GridSize: 300
Generation 47 | Revalues: 123340 | GridSize: 300
Generation 48 | Revalues: 125180 | GridSize: 300
Generation 49 | Revalues: 126930 | GridSize: 300
Generation 50 | Revalues: 128300 | GridSize: 300
Generation 51 | Revalues: 129660 | GridSize: 300
Generation 52 | Revalues: 131350 | GridSize: 300
Generation 53 | Revalues: 133150 | GridSize: 300
Generation 54 | Revalues: 134570 | GridSize: 300
Generation 55 | Revalues: 135990 | GridSize: 300
Generation 56 | Revalues: 137150 | GridSize: 300
Generation 57 | Revalues: 138770 | GridSize: 300
Generation 58 | Revalues: 140190 | GridSize: 300
Generation 59 | Revalues: 141510 | GridSize: 300
Generation 60 | Revalues: 142950 | GridSize: 300
Generation 61 | Revalues: 144240 | GridSize: 300
Generation 62 | Revalues: 145470 | GridSize: 300
Generation 63 | Revalues: 146830 | GridSize: 300
Generation 64 | Revalues: 148140 | GridSize: 300
Generation 65 | Revalues: 149350 | GridSize: 300
Generation 66 | Revalues: 150730 | GridSize: 300
Generation 67 | Revalues: 152070 | GridSize: 300
Generation 68 | Revalues: 153260 | GridSize: 300
Generation 69 | Revalues: 154630 | GridSize: 300
Generation 70 | Revalues: 156050 | GridSize: 300
Generation 71 | Revalues: 157300 | GridSize: 300
Generation 72 | Revalues: 159070 | GridSize: 300
Generation 73 | Revalues: 160300 | GridSize: 300
Generation 74 | Revalues: 161600 | GridSize: 296
Generation 75 | Revalues: 163010 | GridSize: 300
Generation 76 | Revalues: 164310 | GridSize: 299
Generation 77 | Revalues: 165510 | GridSize: 300
Generation 78 | Revalues: 166620 | GridSize: 300
Generation 79 | Revalues: 168130 | GridSize: 300
Generation 80 | Revalues: 169370 | GridSize: 300
Generation 81 | Revalues: 170600 | GridSize: 300
Generation 82 | Revalues: 171640 | GridSize: 300
Generation 83 | Revalues: 172860 | GridSize: 300
Generation 84 | Revalues: 174050 | GridSize: 300
Generation 85 | Revalues: 175360 | GridSize: 300
Generation 86 | Revalues: 176550 | GridSize: 300
Generation 87 | Revalues: 177680 | GridSize: 300
Generation 88 | Revalues: 178960 | GridSize: 300
Generation 89 | Revalues: 180270 | GridSize: 300
Generation 90 | Revalues: 181430 | GridSize: 300
Generation 91 | Revalues: 182730 | GridSize: 300
Generation 92 | Revalues: 184170 | GridSize: 300
Generation 93 | Revalues: 185310 | GridSize: 298
Generation 94 | Revalues: 186380 | GridSize: 300
Generation 95 | Revalues: 187490 | GridSize: 300
Generation 96 | Revalues: 188810 | GridSize: 300
Generation 97 | Revalues: 189930 | GridSize: 300
Generation 98 | Revalues: 191150 | GridSize: 300
Generation 99 | Revalues: 192230 | GridSize: 300
Generation 100 | Revalues: 193350 | GridSize: 300
Generation 101 | Revalues: 194690 | GridSize: 300
Generation 102 | Revalues: 195880 | GridSize: 300
Generation 103 | Revalues: 197050 | GridSize: 300
Generation 104 | Revalues: 198320 | GridSize: 300
Generation 105 | Revalues: 199540 | GridSize: 300
Generation 106 | Revalues: 200650 | GridSize: 300
Generation 107 | Revalues: 201700 | GridSize: 300
Generation 108 | Revalues: 203130 | GridSize: 300
Generation 109 | Revalues: 204270 | GridSize: 300
Generation 110 | Revalues: 205540 | GridSize: 300
Generation 111 | Revalues: 206620 | GridSize: 300
Generation 112 | Revalues: 208290 | GridSize: 300
Generation 113 | Revalues: 209460 | GridSize: 299
Generation 114 | Revalues: 210630 | GridSize: 300
Generation 115 | Revalues: 211820 | GridSize: 300
Generation 116 | Revalues: 213150 | GridSize: 296
Generation 117 | Revalues: 214330 | GridSize: 300
Generation 118 | Revalues: 215620 | GridSize: 300
Generation 119 | Revalues: 216710 | GridSize: 300
Generation 120 | Revalues: 217910 | GridSize: 300
Generation 121 | Revalues: 219080 | GridSize: 300
Generation 122 | Revalues: 220400 | GridSize: 300
Generation 123 | Revalues: 221530 | GridSize: 300
Generation 124 | Revalues: 222580 | GridSize: 300
Generation 125 | Revalues: 223820 | GridSize: 300
Generation 126 | Revalues: 225120 | GridSize: 300
Generation 127 | Revalues: 226380 | GridSize: 300
Generation 128 | Revalues: 227560 | GridSize: 300
Generation 129 | Revalues: 228790 | GridSize: 300
Generation 130 | Revalues: 229910 | GridSize: 300
Generation 131 | Revalues: 231110 | GridSize: 300
Generation 132 | Revalues: 232140 | GridSize: 300
Generation 133 | Revalues: 233360 | GridSize: 299
Generation 134 | Revalues: 234520 | GridSize: 300
Generation 135 | Revalues: 235760 | GridSize: 300
Generation 136 | Revalues: 237110 | GridSize: 300
Generation 137 | Revalues: 238200 | GridSize: 300
Generation 138 | Revalues: 239410 | GridSize: 300
Generation 139 | Revalues: 240630 | GridSize: 300
Generation 140 | Revalues: 241770 | GridSize: 300
Generation 141 | Revalues: 242910 | GridSize: 300
Generation 142 | Revalues: 243970 | GridSize: 300
Generation 143 | Revalues: 245150 | GridSize: 300
Generation 144 | Revalues: 246350 | GridSize: 300
Generation 145 | Revalues: 247500 | GridSize: 300
Generation 146 | Revalues: 248660 | GridSize: 299
Generation 147 | Revalues: 249750 | GridSize: 300
Generation 148 | Revalues: 250890 | GridSize: 300
Generation 149 | Revalues: 252110 | GridSize: 300
Generation 150 | Revalues: 253340 | GridSize: 298
Generation 151 | Revalues: 254450 | GridSize: 300
Generation 152 | Revalues: 255610 | GridSize: 300
Generation 153 | Revalues: 256770 | GridSize: 300
Generation 154 | Revalues: 257860 | GridSize: 297
Generation 155 | Revalues: 258960 | GridSize: 300
Generation 156 | Revalues: 260050 | GridSize: 300
Generation 157 | Revalues: 261370 | GridSize: 300
Generation 158 | Revalues: 262410 | GridSize: 300
Generation 159 | Revalues: 263620 | GridSize: 300
Generation 160 | Revalues: 264690 | GridSize: 300
Generation 161 | Revalues: 265900 | GridSize: 299
Generation 162 | Revalues: 267090 | GridSize: 300
Generation 163 | Revalues: 268250 | GridSize: 300
Generation 164 | Revalues: 269350 | GridSize: 300
Generation 165 | Revalues: 270520 | GridSize: 300
Generation 166 | Revalues: 271620 | GridSize: 300
Generation 167 | Revalues: 272660 | GridSize: 300
Generation 168 | Revalues: 273800 | GridSize: 300
Generation 169 | Revalues: 274950 | GridSize: 298
Generation 170 | Revalues: 276200 | GridSize: 300
Generation 171 | Revalues: 277320 | GridSize: 300
Generation 172 | Revalues: 278330 | GridSize: 300
Generation 173 | Revalues: 279430 | GridSize: 300
Generation 174 | Revalues: 280490 | GridSize: 295
Generation 175 | Revalues: 281690 | GridSize: 300
Generation 176 | Revalues: 282740 | GridSize: 299
Generation 177 | Revalues: 283900 | GridSize: 300
Generation 178 | Revalues: 284960 | GridSize: 300
Generation 179 | Revalues: 286000 | GridSize: 300
Generation 180 | Revalues: 287050 | GridSize: 300
Generation 181 | Revalues: 288200 | GridSize: 300
Generation 182 | Revalues: 289360 | GridSize: 300
Generation 183 | Revalues: 290480 | GridSize: 300
Generation 184 | Revalues: 291610 | GridSize: 300
Generation 185 | Revalues: 292750 | GridSize: 300
Generation 186 | Revalues: 293970 | GridSize: 299
Generation 187 | Revalues: 295060 | GridSize: 299
Generation 188 | Revalues: 296170 | GridSize: 300
Generation 189 | Revalues: 297370 | GridSize: 300
Generation 190 | Revalues: 298520 | GridSize: 300
Generation 191 | Revalues: 299600 | GridSize: 300
Generation 192 | Revalues: 300780 | GridSize: 300
Generation 193 | Revalues: 301800 | GridSize: 300
Generation 194 | Revalues: 302840 | GridSize: 300
Generation 195 | Revalues: 303920 | GridSize: 300
Generation 196 | Revalues: 305160 | GridSize: 300
Generation 197 | Revalues: 306390 | GridSize: 300
Generation 198 | Revalues: 307610 | GridSize: 300
Generation 199 | Revalues: 308760 | GridSize: 300
Generation 200 | Revalues: 310090 | GridSize: 300
Generation 201 | Revalues: 311360 | GridSize: 300
Generation 202 | Revalues: 312390 | GridSize: 300
Generation 203 | Revalues: 313600 | GridSize: 300
Generation 204 | Revalues: 314730 | GridSize: 300
Generation 205 | Revalues: 315910 | GridSize: 300
Generation 206 | Revalues: 317130 | GridSize: 300
Generation 207 | Revalues: 318190 | GridSize: 300
Generation 208 | Revalues: 319360 | GridSize: 300
Generation 209 | Revalues: 320520 | GridSize: 300
