Instance,SBS_Prediction
71,0.8681171614018285
129,0.8327661948564673
22,0.8666334929121251
183,0.8201708699825017
429,0.8352407670750776
64,0.863005384352215
481,0.8566403261404162
241,0.8512991374075974
281,0.85870138480445
84,0.8537137384328762
161,0.851011945578453
103,0.862949747890871
209,0.8373037295622291
206,0.8520015411507619
244,0.8502997617081719
336,0.8591346695669317
331,0.8498350032048152
0,0.8525494983116536
261,0.8524431521804852
504,0.859162696732696
407,0.8446991378763239
440,0.8630372408830397
230,0.8366173439448342
430,0.8606242073296306
A,0.8560026631652923
357,0.8514173994152482
202,0.8549964442870001
345,0.8587172000935943
232,0.864568682360472
127,0.8503592990478116
20,0.8417329114301719
387,0.8664893288671768
67,0.8546110838369809
502,0.8419419157745784
94,0.8484481497794266
74,0.8547817953296043
23,0.8510208486454383
156,0.8560055756934949
394,0.8449022710561366
121,0.8508919552078027
242,0.8560832047194513
80,0.8585361223053006
11,0.8511318544043731
59,0.8591017713172939
179,0.8509159126096444
427,0.8571335007294806
340,0.8535538442077459
137,0.8464566496192483
366,0.8471044364922987
322,0.8519465377043293
81,0.8553026282623892
237,0.8554060213867782
69,0.8533203915496088
239,0.8600540357928991
497,0.8338890860719174
496,0.845500386320999
